Id	Area	Bedrooms	Bathrooms	Floors	YearBuilt	Location	Condition	Garage	Price
8980	3419	6	5	3	2001	Coimbatore	Very Good	Yes	32189435
8981	2631	5	5	2	2024	Mumbai	Fair	No	55228442
8982	4968	6	5	4	2017	Chennai	Good	No	64942555
8983	2352	3	4	1	2018	Hyderabad	Very Good	Yes	35229227
8984	1947	3	4	4	2019	Pune	Good	Yes	33706111
8985	727	2	3	2	2004	Chennai	Fair	No	9359787
8986	1613	3	2	2	2017	Mumbai	Fair	Yes	33817247
8987	2821	4	5	2	2018	Bangalore	Very Good	Yes	56213798
8988	2428	2	2	1	2014	Coimbatore	Excellent	Yes	29313628
8989	705	1	2	4	2013	Hyderabad	Poor	Yes	7346560
8990	4148	6	5	1	2010	Ahmedabad	Fair	Yes	39295577
8991	622	2	2	1	2023	Jaipur	Good	No	7317100
8992	582	1	1	1	2010	Jaipur	Excellent	Yes	7540637
8993	3510	4	5	3	2010	Ahmedabad	Good	No	38046863
8994	2954	5	5	4	2006	Bangalore	Good	No	46088300
8995	3624	4	4	4	2017	Bangalore	Excellent	No	70409972
8996	4006	5	5	4	2008	Mumbai	Very Good	Yes	92301503
8997	3154	5	4	4	2014	Kochi	Good	No	32998702
8998	1447	2	3	3	2013	Jaipur	Good	Yes	13988183
8999	4480	6	5	4	2004	Coimbatore	Excellent	No	47013717
9000	2328	2	3	4	2024	Mysore	Excellent	No	26924579
9001	4748	6	5	4	2020	Mumbai	Good	Yes	119304411
9002	1511	3	3	1	2020	Delhi	Good	No	27650967
9003	3068	5	5	4	2017	Pune	Fair	No	43105880
9004	4296	6	5	3	2001	Pune	Very Good	Yes	64338041
9005	3925	5	5	2	2014	Mysore	Very Good	Yes	41040239
9006	3325	4	5	1	2002	Bangalore	Very Good	Yes	52748722
9007	1094	2	2	1	1999	Noida	Good	No	16871662
9008	4096	6	5	1	2003	Hyderabad	Poor	Yes	36742465
9009	3552	5	4	3	1998	Ahmedabad	Excellent	Yes	42981295
9010	1507	2	2	2	2010	Jaipur	Good	Yes	14085231
9011	4105	5	4	1	2007	Noida	Very Good	No	62722112
9012	4006	5	5	1	2017	Bangalore	Good	No	71799345
9013	1977	4	5	2	2002	Noida	Fair	No	26841941
9014	4482	5	5	3	2012	Ahmedabad	Fair	Yes	42052798
9015	4252	6	5	3	2007	Bangalore	Fair	No	64520007
9016	2988	4	4	2	2006	Jaipur	Excellent	Yes	35474285
9017	3737	5	5	4	2007	Coimbatore	Fair	Yes	32746408
9018	3131	4	3	2	2011	Jaipur	Good	Yes	29333090
9019	2743	4	5	4	2002	Jaipur	Poor	No	21230354
9020	3087	4	4	3	2009	Noida	Good	Yes	51595298
9021	4042	6	5	4	2010	Bangalore	Good	No	67265590
9022	820	1	2	4	2026	Mumbai	Fair	No	20163752
9023	4419	5	4	2	2010	Mumbai	Good	Yes	102313420
9024	655	1	1	4	2001	Noida	Excellent	Yes	12332748
9025	4242	6	5	2	2014	Pune	Good	Yes	67342539
9026	796	1	1	4	2011	Delhi	Good	No	14519671
9027	566	1	1	3	2020	Ahmedabad	Very Good	No	7483531
9028	3537	5	5	1	2025	Mumbai	Very Good	No	88532733
9029	1396	1	1	3	1998	Bangalore	Fair	Yes	18207048
9030	3788	4	4	1	2009	Mysore	Good	Yes	34971680
9031	2270	2	2	3	2024	Jaipur	Very Good	Yes	26106007
9032	3033	4	3	4	2026	Ahmedabad	Excellent	Yes	42385644
9033	2636	4	4	4	2003	Noida	Good	No	41802133
9034	2795	3	4	2	2021	Mysore	Fair	No	24708972
9035	1944	4	4	1	2009	Noida	Good	No	31431931
9036	4172	6	5	4	1998	Mysore	Very Good	No	37647972
9037	1399	2	2	3	2025	Mysore	Excellent	Yes	17972912
9038	4182	6	5	2	2015	Kochi	Excellent	Yes	51689405
9039	1179	2	1	4	2001	Mumbai	Excellent	Yes	29855290
9040	4113	6	5	1	1998	Hyderabad	Very Good	No	48367988
9041	2216	2	2	2	2006	Delhi	Good	Yes	37416300
9042	3690	6	5	3	2003	Mysore	Very Good	No	32581874
9043	3985	6	5	4	2015	Hyderabad	Fair	No	47823505
9044	1660	2	3	4	2017	Chennai	Very Good	Yes	24650703
9045	1137	3	3	3	2004	Hyderabad	Fair	Yes	12967800
9046	4078	6	5	2	2016	Ahmedabad	Good	Yes	44317001
9047	1953	3	3	3	2006	Mysore	Good	No	15850536
9048	923	2	1	1	2007	Mumbai	Good	Yes	21120471
9049	2928	3	3	4	2014	Delhi	Excellent	No	67763658
9050	989	1	2	4	2000	Pune	Excellent	No	16932508
9051	1664	2	2	2	2010	Delhi	Good	No	30214708
9052	4565	6	5	2	2007	Hyderabad	Very Good	Yes	56038318
9053	2320	3	4	4	2022	Mumbai	Good	Yes	54841094
9054	4427	6	5	4	2012	Ahmedabad	Good	No	50416122
9055	4479	6	5	4	2025	Bangalore	Fair	Yes	67429308
9056	2393	2	1	4	1998	Kochi	Good	Yes	22117687
9057	2996	5	5	4	2003	Bangalore	Fair	No	41785571
9058	1798	4	3	4	2011	Jaipur	Fair	No	17210698
9059	847	1	1	2	2003	Delhi	Poor	Yes	12219343
9060	4070	5	4	3	2023	Mumbai	Very Good	Yes	102678728
9061	1566	3	2	4	2009	Chennai	Poor	Yes	17054021
9062	2946	3	4	1	2026	Delhi	Good	No	61515650
9063	1577	2	2	3	1998	Noida	Very Good	No	26820412
9064	4710	6	5	4	2015	Mysore	Very Good	No	44382507
9065	3313	5	5	4	2006	Hyderabad	Good	Yes	42185514
9066	1683	3	3	2	2005	Hyderabad	Fair	No	18276998
9067	591	2	2	4	2020	Jaipur	Very Good	Yes	8166321
9068	2676	4	3	3	2019	Delhi	Good	No	50580040
9069	4212	5	5	2	2008	Delhi	Fair	Yes	64464135
9070	3342	5	5	3	1998	Pune	Good	Yes	42867475
9071	4142	6	5	1	2009	Ahmedabad	Very Good	No	46710949
9072	2624	4	4	4	2016	Delhi	Very Good	Yes	53895377
9073	3045	4	3	3	2025	Noida	Very Good	Yes	60876688
9074	3606	4	5	1	2010	Noida	Excellent	No	69695761
9075	2866	3	3	3	2025	Mysore	Very Good	No	29906781
9076	4424	6	5	4	2000	Pune	Good	Yes	59138970
9077	1187	2	2	2	2012	Noida	Very Good	Yes	19681087
9078	3867	6	5	1	2026	Mumbai	Very Good	Yes	108848656
9079	2836	3	2	4	2011	Coimbatore	Very Good	No	29187759
9080	778	1	1	4	2013	Kochi	Very Good	Yes	8814176
9081	735	1	1	4	2026	Mumbai	Very Good	Yes	21600982
9082	4466	6	5	1	2018	Kochi	Good	No	44036033
9083	1504	1	1	3	2016	Pune	Excellent	No	28872595
9084	772	1	1	3	2023	Mysore	Very Good	No	8452139
9085	3628	6	5	2	2013	Mumbai	Good	No	82226648
9086	3870	6	5	4	2014	Chennai	Fair	Yes	48653234
9087	1179	2	2	1	2018	Mumbai	Very Good	No	28451101
9088	3715	5	5	4	2013	Pune	Very Good	Yes	63652570
9089	1488	1	1	4	2007	Chennai	Fair	No	16898901
9090	1527	2	1	2	2014	Chennai	Excellent	Yes	24539198
9091	836	1	1	2	2003	Delhi	Very Good	No	15491832
9092	1621	2	1	1	2025	Bangalore	Excellent	No	32058281
9093	3874	6	5	1	2018	Hyderabad	Good	Yes	50439324
9094	506	1	2	1	2023	Noida	Good	No	8884804
9095	1317	3	2	3	2015	Ahmedabad	Good	No	13866578
9096	2517	4	5	1	2011	Kochi	Very Good	No	28457709
9097	3964	6	5	3	2005	Pune	Good	Yes	56011033
9098	2730	3	3	1	2001	Kochi	Good	No	24536447
9099	4009	5	5	4	2018	Pune	Good	No	62805317
9100	2597	5	5	1	2004	Ahmedabad	Very Good	Yes	31476870
9101	4684	6	5	1	2021	Kochi	Excellent	Yes	64783070
9102	1704	1	1	2	2024	Mumbai	Good	No	39136953
9103	1917	4	4	3	2005	Chennai	Very Good	No	27755689
9104	2788	4	5	1	2021	Chennai	Good	Yes	37525881
9105	3834	4	3	1	2003	Delhi	Fair	Yes	57976861
9106	1905	3	4	1	2002	Mysore	Good	Yes	17441123
9107	3210	6	5	2	2012	Ahmedabad	Good	No	33215260
9108	2655	4	4	1	2019	Noida	Excellent	No	50426088
9109	738	1	1	2	2003	Jaipur	Fair	No	6695522
9110	907	2	3	2	2000	Noida	Fair	No	13243640
9111	4008	6	5	2	2010	Bangalore	Good	No	67887031
9112	733	1	1	2	2026	Jaipur	Fair	Yes	7608885
9113	1648	2	1	2	2004	Mysore	Excellent	No	17341976
9114	2621	3	2	1	2001	Jaipur	Good	Yes	22397483
9115	4322	6	5	4	2016	Coimbatore	Fair	Yes	36697213
9116	1863	3	4	4	2017	Coimbatore	Good	Yes	19378603
9117	1165	2	2	2	2013	Jaipur	Very Good	No	13219681
9118	3319	6	5	2	2000	Bangalore	Fair	Yes	45207836
9119	3893	6	5	4	2020	Noida	Very Good	No	75682092
9120	4215	6	5	1	2019	Ahmedabad	Good	Yes	46784833
9121	4531	5	5	4	2011	Jaipur	Excellent	Yes	53666535
9122	3232	4	5	3	2019	Mumbai	Very Good	Yes	90786152
9123	3539	5	5	3	2020	Delhi	Very Good	No	76283383
9124	3291	5	5	3	2019	Delhi	Very Good	No	65103136
9125	1584	1	2	3	2026	Noida	Excellent	Yes	35750816
9126	2801	4	4	3	2026	Mysore	Poor	No	22800530
9127	714	2	2	1	2001	Jaipur	Good	No	7064480
9128	4795	6	5	2	2000	Bangalore	Excellent	No	81047414
9129	3534	4	5	3	2015	Kochi	Very Good	Yes	43848264
9130	3530	5	5	1	2017	Hyderabad	Very Good	Yes	45937558
9131	883	2	2	2	2020	Ahmedabad	Good	Yes	10440472
9132	3999	6	5	4	2005	Chennai	Good	Yes	53148077
9133	4761	6	5	3	2025	Pune	Excellent	Yes	97060916
9134	794	1	1	4	2023	Coimbatore	Poor	Yes	7117748
9135	2806	4	4	2	2007	Mumbai	Very Good	No	68634289
9136	4800	6	5	4	2017	Chennai	Very Good	No	65691023
9137	4624	6	5	1	2022	Bangalore	Good	No	81460886
9138	542	1	1	2	2021	Noida	Good	Yes	9248487
9139	2364	2	2	3	2025	Hyderabad	Very Good	No	33468527
9140	4738	6	5	4	2012	Mysore	Good	Yes	41975736
9141	4158	6	5	4	2010	Delhi	Poor	No	58282805
9142	2280	4	4	3	2020	Delhi	Excellent	No	54513774
9143	1633	3	2	3	2019	Noida	Fair	Yes	23944249
9144	3592	6	5	3	2016	Mumbai	Good	No	89818911
9145	2588	5	5	4	2018	Delhi	Good	No	49493269
9146	3569	5	5	1	2005	Jaipur	Fair	Yes	30609098
9147	2744	3	3	1	1999	Delhi	Very Good	Yes	53215314
9148	4636	6	5	1	2004	Ahmedabad	Fair	Yes	40493354
9149	1441	3	3	2	2020	Chennai	Very Good	Yes	21287987
9150	3732	4	4	3	1998	Ahmedabad	Good	No	34121302
9151	2864	4	3	4	2006	Kochi	Poor	No	22029133
9152	2197	4	5	4	2024	Mysore	Very Good	No	23824354
9153	4489	6	5	3	2006	Bangalore	Good	No	68920443
9154	2458	3	3	3	2020	Hyderabad	Very Good	Yes	36504398
9155	2567	5	5	3	1998	Bangalore	Excellent	Yes	47283978
9156	677	1	2	3	2000	Hyderabad	Good	No	8294597
9157	2535	4	5	2	2008	Kochi	Good	Yes	25055115
9158	2367	3	4	3	2020	Mumbai	Very Good	Yes	60969684
9159	1708	2	3	2	2008	Noida	Good	Yes	25657617
9160	4155	5	5	1	2003	Ahmedabad	Fair	No	37716775
9161	1104	3	2	4	1998	Mumbai	Good	Yes	23956717
9162	4118	6	5	2	2025	Pune	Fair	Yes	63650137
9163	1459	3	3	1	2018	Delhi	Good	Yes	31055639
9164	4983	6	5	4	2017	Bangalore	Excellent	No	99771308
9165	1581	2	2	1	2004	Mysore	Very Good	No	13917091
9166	933	1	1	2	2018	Hyderabad	Very Good	Yes	12861349
9167	2620	5	5	1	2021	Chennai	Good	No	38983643
9168	4975	6	5	4	2022	Mysore	Good	Yes	45944294
9169	3701	5	5	2	2024	Hyderabad	Very Good	Yes	53334412
9170	2342	3	4	3	2013	Pune	Fair	No	31055807
9171	4142	6	5	1	2004	Coimbatore	Fair	No	34227663
9172	4041	6	5	2	2024	Bangalore	Poor	Yes	61254078
9173	4353	6	5	2	2003	Mysore	Good	No	38710424
9174	1417	2	2	3	1998	Noida	Fair	No	18872693
9175	545	1	1	4	2001	Coimbatore	Very Good	No	5982257
9176	1743	1	1	3	2026	Noida	Poor	No	24447790
9177	4112	5	5	2	2019	Jaipur	Good	Yes	38637227
9178	1505	2	2	3	2023	Bangalore	Good	No	25548053
9179	2526	4	4	1	2020	Mumbai	Fair	No	51828959
9180	681	1	1	4	2001	Delhi	Fair	No	11372261
9181	1524	3	3	4	2008	Pune	Fair	No	19552273
9182	4058	6	5	3	2005	Ahmedabad	Excellent	Yes	51779207
9183	549	1	2	4	2019	Mysore	Very Good	Yes	6595166
9184	2646	3	3	4	2012	Delhi	Very Good	Yes	56351370
9185	4456	6	5	3	2004	Bangalore	Very Good	Yes	73161956
9186	958	2	2	1	2026	Kochi	Poor	No	8680773
9187	4958	6	5	3	2020	Pune	Very Good	No	77983401
9188	3795	6	5	3	2016	Pune	Fair	Yes	54102038
9189	1454	1	1	3	2022	Bangalore	Fair	Yes	21929656
9190	2763	5	5	3	2010	Bangalore	Good	Yes	42933316
9191	4200	5	5	4	2008	Hyderabad	Good	No	47487198
9192	3061	3	3	1	2025	Hyderabad	Good	No	42320914
9193	4570	6	5	4	2013	Chennai	Very Good	Yes	64863105
9194	4959	6	5	4	2007	Pune	Good	Yes	67900537
9195	4508	6	5	1	2004	Noida	Good	Yes	70445408
9196	2341	4	5	1	2017	Chennai	Good	Yes	30200082
9197	1452	2	2	1	2010	Chennai	Poor	Yes	15779784
9198	864	1	1	3	2016	Chennai	Very Good	Yes	12452300
9199	784	1	1	1	2005	Mysore	Very Good	No	7073913
9200	962	2	2	2	2005	Mysore	Good	Yes	8972350
9201	3658	5	5	2	2026	Jaipur	Good	Yes	38924715
9202	1461	1	2	2	2003	Coimbatore	Very Good	No	14119417
9203	2186	3	3	2	2019	Pune	Very Good	No	38832255
9204	2410	4	4	4	2017	Kochi	Very Good	Yes	28694191
9205	3462	5	5	3	2018	Chennai	Good	No	48899499
9206	3473	4	5	1	2012	Chennai	Very Good	Yes	48632613
9207	4100	6	5	1	2010	Noida	Excellent	Yes	81738045
9208	994	1	1	2	2001	Bangalore	Good	No	14345035
9209	531	2	2	3	2013	Coimbatore	Poor	Yes	5449825
9210	3769	5	5	3	2009	Chennai	Fair	Yes	40621818
9211	3324	5	4	2	2024	Hyderabad	Good	No	45482861
9212	4581	6	5	4	2003	Pune	Fair	No	59280450
9213	3411	6	5	1	2015	Delhi	Poor	Yes	49841322
9214	1001	1	1	3	2022	Delhi	Good	No	19175829
9215	1000	1	1	4	2021	Hyderabad	Poor	No	11073450
9216	2216	4	3	4	2016	Kochi	Good	No	24666102
9217	2584	4	5	1	2009	Noida	Very Good	No	44276420
9218	2341	3	3	4	2001	Pune	Fair	No	30881510
9219	1991	2	2	4	2000	Coimbatore	Good	Yes	18520175
9220	3518	5	5	3	2010	Delhi	Good	No	67574536
9221	3990	5	5	3	2005	Jaipur	Good	Yes	34396659
9222	2797	3	4	2	2025	Jaipur	Fair	Yes	26610683
9223	2377	3	2	4	2011	Coimbatore	Excellent	No	25330405
9224	2705	3	2	2	2012	Coimbatore	Excellent	Yes	29079825
9225	500	2	1	1	2013	Noida	Very Good	Yes	9268313
9226	2342	2	3	3	2020	Delhi	Good	Yes	45581067
9227	1245	2	2	2	2005	Kochi	Very Good	Yes	14763300
9228	3680	5	5	4	2019	Coimbatore	Good	No	38854629
9229	3024	5	5	3	2026	Coimbatore	Fair	Yes	28654645
9230	622	2	1	2	2014	Noida	Very Good	Yes	11578827
9231	2742	3	4	3	2019	Kochi	Fair	Yes	28685221
9232	1978	3	3	4	2005	Mumbai	Fair	No	39020528
9233	1230	1	1	1	2003	Hyderabad	Poor	No	11228872
9234	2877	5	5	4	2012	Chennai	Excellent	No	43866839
9235	3845	6	5	2	2026	Pune	Good	Yes	63970248
9236	1405	2	2	1	2023	Kochi	Very Good	No	16829109
9237	4064	6	5	4	2003	Kochi	Fair	No	36308171
9238	789	1	1	1	2015	Pune	Fair	No	10402945
9239	2229	2	2	2	2002	Hyderabad	Poor	Yes	18921393
9240	4074	6	5	3	2017	Kochi	Good	No	41499043
9241	3683	4	4	1	2000	Chennai	Good	No	47229586
9242	1641	2	1	1	2006	Hyderabad	Excellent	No	23021692
9243	3254	5	5	1	2009	Noida	Good	Yes	54685946
9244	4292	6	5	2	2021	Bangalore	Very Good	Yes	75364611
9245	584	1	1	2	2009	Hyderabad	Good	Yes	7452041
9246	2674	4	4	1	2014	Bangalore	Excellent	No	56300804
9247	2859	3	2	2	1998	Mumbai	Poor	Yes	45202939
9248	558	1	1	3	2006	Bangalore	Excellent	No	10985837
9249	4099	6	5	2	1999	Jaipur	Excellent	Yes	47247378
9250	1925	4	4	4	2006	Ahmedabad	Good	Yes	22181750
9251	3181	5	4	3	2017	Mysore	Good	No	30030858
9252	4355	6	5	1	2010	Delhi	Good	Yes	82797886
9253	1378	2	1	2	2019	Mumbai	Very Good	No	35264338
9254	4947	6	5	4	2002	Bangalore	Fair	Yes	69549782
9255	4283	6	5	2	2008	Mysore	Very Good	Yes	42814263
9256	3408	5	5	2	2011	Mysore	Fair	Yes	27845489
9257	1137	1	1	4	2024	Kochi	Good	Yes	13011702
9258	3859	5	5	1	2021	Jaipur	Excellent	No	45992478
9259	546	1	1	1	2011	Mumbai	Poor	Yes	9831677
9260	3783	4	5	4	2026	Mumbai	Fair	No	80018351
9261	3126	4	4	3	2006	Ahmedabad	Good	No	29892733
9262	1723	2	2	2	2019	Hyderabad	Good	Yes	22379430
9263	1013	1	2	2	2022	Mysore	Excellent	No	12524332
9264	3479	6	5	2	2018	Coimbatore	Good	No	35241223
9265	3819	5	5	1	2012	Jaipur	Good	Yes	34765726
9266	1734	2	2	2	2019	Noida	Good	Yes	28783701
9267	4903	6	5	1	2020	Ahmedabad	Good	No	58197220
9268	2747	3	3	3	2025	Bangalore	Very Good	Yes	56111950
9269	4462	6	5	1	2022	Noida	Very Good	Yes	79971194
9270	4411	6	5	3	2012	Kochi	Good	Yes	49149304
9271	761	2	2	2	2021	Mumbai	Fair	Yes	16415716
9272	4413	6	5	1	2024	Mysore	Very Good	Yes	48895662
9273	2693	3	3	2	2020	Pune	Very Good	Yes	47090528
9274	961	1	1	2	2024	Pune	Very Good	No	16072763
9275	880	1	1	3	2004	Chennai	Good	No	11942922
9276	3602	4	3	4	2006	Mysore	Fair	Yes	28818323
9277	534	1	1	2	2012	Noida	Good	No	8547128
9278	2703	3	2	3	2026	Coimbatore	Good	Yes	29680477
9279	1528	2	2	2	2002	Pune	Very Good	No	24818877
9280	2111	4	4	3	2000	Mumbai	Good	No	43774255
9281	3039	3	3	3	2007	Noida	Very Good	No	46901218
9282	548	1	2	2	2024	Mysore	Good	Yes	6353406
9283	1976	2	1	2	2004	Jaipur	Very Good	No	20546404
9284	4843	6	5	2	2017	Jaipur	Very Good	Yes	53573651
9285	4596	6	5	2	2012	Bangalore	Excellent	Yes	92181383
9286	4403	6	5	2	2022	Mumbai	Good	No	104646074
9287	4914	6	5	2	2014	Bangalore	Good	Yes	74479520
9288	1402	3	4	3	2026	Noida	Very Good	Yes	28721657
9289	801	1	1	4	2018	Delhi	Good	Yes	16391111
9290	2489	4	5	3	2021	Coimbatore	Good	Yes	24637123
9291	2666	3	3	4	2007	Delhi	Fair	Yes	43949483
9292	4658	6	5	1	2013	Delhi	Fair	Yes	79019566
9293	1624	2	3	2	2015	Mumbai	Poor	No	31009331
9294	3165	6	5	1	2021	Noida	Good	No	50536575
9295	1408	1	1	2	2006	Jaipur	Good	No	12288681
9296	4345	6	5	4	1999	Ahmedabad	Very Good	No	49967302
9297	3062	4	4	3	2010	Bangalore	Good	No	48462566
9298	2080	2	1	1	1999	Mumbai	Very Good	No	48905437
9299	1719	3	3	1	2013	Jaipur	Good	Yes	16575182
9300	2989	5	5	4	2017	Bangalore	Fair	Yes	46197166
9301	4946	6	5	2	2011	Hyderabad	Fair	Yes	52249417
9302	2204	3	3	4	2018	Mysore	Very Good	No	22981411
9303	560	1	1	2	2001	Ahmedabad	Very Good	No	6069904
9304	2448	4	4	1	2017	Mumbai	Good	No	60100439
9305	3515	4	5	4	2015	Pune	Very Good	Yes	61410745
9306	4300	6	5	2	2019	Bangalore	Excellent	Yes	89884708
9307	4867	6	5	1	2005	Mysore	Very Good	Yes	44201148
9308	2374	2	1	3	2014	Jaipur	Very Good	No	26707115
9309	2306	4	3	3	2022	Kochi	Excellent	Yes	31829291
9310	2389	3	3	1	2005	Chennai	Very Good	No	34139095
9311	1995	4	3	4	2020	Delhi	Good	Yes	37651459
9312	1933	4	3	1	2026	Hyderabad	Good	No	25536195
9313	3510	6	5	1	2024	Delhi	Good	No	66729898
9314	3261	4	3	1	2014	Bangalore	Very Good	No	60053272
9315	4629	6	5	1	2002	Mumbai	Poor	Yes	78651961
9316	1777	3	4	3	2001	Pune	Excellent	No	30032851
9317	3794	4	3	2	2002	Ahmedabad	Good	No	36344391
9318	4894	6	5	2	2012	Pune	Good	No	75913850
9319	2882	4	5	2	2000	Ahmedabad	Very Good	Yes	31741167
9320	846	2	3	1	2021	Hyderabad	Good	No	11616777
9321	2841	3	3	3	2020	Mysore	Good	Yes	26726060
9322	1537	2	2	3	2013	Delhi	Good	No	27104435
9323	1591	1	1	1	2023	Chennai	Very Good	Yes	25687135
9324	4806	6	5	1	2011	Mumbai	Good	Yes	106054194
9325	3205	6	5	1	2013	Ahmedabad	Excellent	Yes	42890236
9326	1960	3	3	1	2013	Chennai	Excellent	Yes	32286270
9327	2863	5	5	3	2010	Chennai	Good	Yes	39836284
9328	573	1	1	4	2000	Chennai	Very Good	No	8585036
9329	4728	6	5	3	1998	Mumbai	Good	Yes	92337246
9330	643	1	1	1	2009	Bangalore	Poor	Yes	9170594
9331	2593	3	3	1	2005	Pune	Good	No	37337584
9332	2759	3	3	2	2012	Mysore	Excellent	Yes	29161695
9333	2160	2	1	2	2026	Mumbai	Very Good	Yes	56812156
9334	1612	2	3	4	2022	Delhi	Good	No	32551550
9335	3775	5	5	1	2026	Coimbatore	Good	No	37917687
9336	4823	6	5	2	2017	Delhi	Fair	Yes	80533506
9337	3534	5	5	4	2017	Delhi	Very Good	Yes	71618233
9338	4799	6	5	3	2009	Bangalore	Good	No	74146391
9339	1591	1	1	4	2010	Jaipur	Very Good	No	15676295
9340	2285	3	2	4	1998	Noida	Good	No	32453646
9341	3607	6	5	4	2014	Kochi	Excellent	Yes	49275374
9342	1823	3	3	1	2001	Mumbai	Fair	Yes	35455390
9343	2388	2	1	2	2019	Bangalore	Good	Yes	38193464
9344	3809	4	5	3	1998	Bangalore	Excellent	No	64814864
9345	2026	2	2	1	2009	Bangalore	Very Good	Yes	33395884
9346	867	1	1	4	2020	Jaipur	Fair	No	8073617
9347	1030	1	1	4	2022	Chennai	Very Good	No	14869893
9348	2036	2	1	2	2009	Hyderabad	Good	Yes	25306240
9349	3484	5	5	4	2006	Mumbai	Very Good	Yes	89212792
9350	3579	5	5	2	2017	Noida	Very Good	No	63057735
9351	782	1	1	1	2001	Bangalore	Good	Yes	12841248
9352	3395	5	5	2	2021	Mysore	Fair	Yes	29473197
9353	3661	5	5	3	2017	Mysore	Very Good	Yes	39687345
9354	4494	6	5	4	2025	Ahmedabad	Fair	Yes	45883355
9355	4734	6	5	2	2000	Chennai	Very Good	No	66507429
9356	2708	3	4	3	2012	Kochi	Fair	Yes	26780867
9357	3724	5	5	2	2012	Mysore	Fair	No	31941526
9358	721	2	1	3	2010	Hyderabad	Excellent	No	10560817
9359	3410	5	4	3	2018	Noida	Very Good	No	56444382
9360	4743	6	5	4	2007	Delhi	Good	Yes	90941860
9361	2919	3	3	1	2016	Hyderabad	Poor	No	27128659
9362	1913	4	4	2	2007	Delhi	Good	No	32705432
9363	2468	5	4	4	2015	Jaipur	Good	No	24022044
9364	3859	6	5	4	2003	Coimbatore	Good	No	37191527
9365	2301	3	4	4	1999	Mumbai	Very Good	No	53093450
9366	2136	2	3	3	2007	Chennai	Very Good	No	30794268
9367	3703	6	5	4	2002	Jaipur	Very Good	No	36436201
9368	2335	4	5	4	2002	Jaipur	Good	Yes	22701713
9369	2882	4	4	4	2008	Delhi	Good	No	48527281
9370	2815	5	5	4	1998	Mysore	Good	Yes	25858798
9371	3892	5	4	4	2002	Mumbai	Fair	Yes	76765249
9372	1111	1	1	1	2021	Hyderabad	Very Good	Yes	14784130
9373	2665	5	4	1	2019	Delhi	Poor	No	40058905
9374	4634	6	5	4	2006	Coimbatore	Good	No	40716269
9375	1535	1	1	2	2016	Ahmedabad	Very Good	Yes	18477465
9376	3609	4	4	1	2016	Chennai	Fair	Yes	44506357
9377	674	2	2	4	2011	Mysore	Fair	Yes	6954341
9378	1485	3	2	4	2017	Mumbai	Good	Yes	34974981
9379	3709	4	4	4	2005	Hyderabad	Very Good	No	46343944
9380	4258	5	5	2	2012	Mysore	Good	No	36893116
9381	1872	3	3	2	2003	Bangalore	Good	Yes	29752784
9382	3702	5	5	2	2026	Pune	Very Good	No	63575956
9383	4783	6	5	2	2016	Noida	Excellent	Yes	92058814
9384	915	1	1	1	2010	Noida	Very Good	No	15013550
9385	4003	6	5	1	2016	Kochi	Excellent	Yes	52083160
9386	1000	1	2	3	2009	Chennai	Good	No	12838062
9387	2999	5	5	4	2012	Mysore	Fair	No	24297874
9388	3917	6	5	1	2001	Pune	Good	Yes	50949229
9389	4898	6	5	1	2004	Pune	Excellent	No	83574892
9390	3290	4	4	1	2020	Kochi	Fair	Yes	32676240
9391	4550	5	5	2	2020	Mysore	Good	No	38992192
9392	1064	2	2	3	2025	Mumbai	Fair	No	24467875
9393	4013	6	5	4	2026	Mumbai	Good	No	101458943
9394	1643	3	3	1	1998	Coimbatore	Very Good	Yes	15439865
9395	511	1	1	1	1998	Mumbai	Very Good	Yes	11587960
9396	4731	6	5	1	2021	Bangalore	Good	Yes	79002259
9397	2022	2	1	2	1998	Noida	Fair	No	26991445
9398	2793	3	3	3	2011	Delhi	Excellent	No	59693522
9399	2000	3	2	4	2024	Jaipur	Good	No	21282594
9400	3532	5	4	2	2002	Chennai	Excellent	Yes	56242460
9401	2481	5	4	2	2015	Hyderabad	Good	Yes	29618247
9402	3998	5	5	2	2000	Delhi	Good	Yes	67393563
9403	1289	3	2	4	2021	Mysore	Fair	No	12616950
9404	4308	6	5	3	2013	Mumbai	Good	No	90725475
9405	1723	3	2	2	2024	Mumbai	Excellent	Yes	54849746
9406	850	2	1	4	2006	Mysore	Very Good	Yes	8787139
9407	3515	6	5	3	2024	Pune	Good	Yes	53554776
9408	4133	6	5	1	2022	Ahmedabad	Good	Yes	44622626
9409	1607	3	3	3	1999	Kochi	Fair	Yes	15850963
9410	1305	2	2	2	2008	Jaipur	Good	Yes	12707993
9411	3764	4	4	4	2018	Mumbai	Very Good	Yes	93469117
9412	2310	3	3	4	2019	Mysore	Good	No	21856806
9413	687	1	1	1	2014	Hyderabad	Good	Yes	8643508
9414	1717	1	1	1	2003	Mysore	Good	No	13245908
9415	1597	1	1	3	2010	Mysore	Very Good	Yes	15865331
9416	2099	2	2	4	2000	Mumbai	Very Good	Yes	45907705
9417	4514	6	5	4	2011	Chennai	Fair	No	54430910
9418	3949	6	5	1	2021	Bangalore	Fair	No	61489991
9419	1279	3	2	4	2014	Noida	Very Good	Yes	22084101
9420	1695	1	1	3	2012	Ahmedabad	Good	No	16970791
9421	2951	4	4	3	2012	Noida	Fair	No	44142482
